id,food_name,portion_label,portion_grams,calories_per_100g,protein_per_100g,carbs_per_100g,fat_per_100g,fiber_per_100g,sodium_mg_per_100g,is_vegan,is_vegetarian,is_gluten_free,allergens,image_r,image_g,image_b,brightness
919,Idli Sambar,3 idlis,260,133.00,4.80,26.00,1.20,3.50,280.00,1,1,1,none,214,204,163,194
920,Peanut Butter Sandwich,1 sandwich,150,292.00,12.00,30.00,14.00,4.00,390.00,1,1,0,peanut|gluten,178,146,92,139
921,Grilled Chicken Breast,1 serving,152,168.30,31.37,0.00,3.66,0.00,74.44,0,0,1,none,178,133,103,138
922,Brown Rice,1 bowl,183,113.22,2.63,23.32,0.91,1.82,5.03,1,1,1,none,207,176,133,172
923,Mixed Salad,1 bowl,122,28.56,1.92,5.58,0.30,2.22,40.24,1,1,1,none,104,150,85,113
924,Paneer Curry,1 bowl,203,270.30,11.13,9.13,20.32,2.02,422.52,0,1,1,dairy,194,120,84,133
925,Chapati,2 pieces,81,302.94,9.72,55.77,3.76,7.37,311.86,1,1,0,gluten,210,158,113,160
926,Omelette,2 eggs,112,157.08,12.75,1.12,10.77,0.00,155.93,0,1,1,egg,229,189,107,175
927,Salmon Fillet,1 fillet,162,212.16,20.24,0.00,13.21,0.00,59.35,0,0,1,fish,234,140,122,165
928,Avocado Toast,1 slice,142,224.40,6.07,23.32,12.19,7.07,342.04,1,1,0,gluten,157,177,103,146
929,Greek Yogurt Bowl,1 bowl,173,124.44,11.13,7.10,5.08,1.52,62.37,0,1,1,dairy,238,224,204,222
930,Tofu Stir Fry,1 bowl,213,147.90,12.14,10.14,8.13,3.03,392.34,1,1,1,soy,169,146,117,144
931,Lentil Soup,1 bowl,244,118.32,9.11,20.28,0.51,8.08,362.16,1,1,1,none,183,118,72,124
932,Beef Steak,1 steak,183,276.42,25.30,0.00,19.30,0.00,58.35,0,0,1,none,151,76,66,98
933,Banana Smoothie,1 glass,304,97.92,3.54,18.25,1.22,2.63,45.27,0,1,1,dairy,239,215,142,199
934,Quinoa Bowl,1 bowl,203,122.40,4.45,21.29,1.93,2.83,14.08,1,1,1,none,211,189,143,181
935,Pasta Alfredo,1 plate,284,234.60,8.10,26.36,11.18,1.52,462.76,0,1,0,gluten|dairy,239,211,173,208
936,Veggie Burger,1 burger,223,193.80,12.14,24.34,5.08,6.06,523.12,1,1,0,gluten|soy,175,121,87,128
937,Sushi Roll,8 pieces,254,153.00,6.07,28.39,2.03,1.01,412.46,0,0,0,fish|soy,234,221,209,221
938,Fruit Bowl,1 bowl,223,66.30,1.01,16.22,0.30,3.03,2.01,1,1,1,none,217,146,105,156
939,Idli Sambar,3 idlis,264,135.66,4.86,26.36,1.22,3.54,281.68,1,1,1,none,225,200,168,198
940,Peanut Butter Sandwich,1 sandwich,152,297.84,12.14,30.42,14.22,4.04,392.34,1,1,0,peanut|gluten,189,142,97,143
941,Grilled Chicken Breast,1 serving,155,171.60,31.74,0.00,3.72,0.00,74.89,0,0,1,none,176,140,99,138
942,Brown Rice,1 bowl,185,115.44,2.66,23.64,0.93,1.84,5.06,1,1,1,none,205,183,129,172
943,Mixed Salad,1 bowl,124,29.12,1.95,5.65,0.31,2.24,40.48,1,1,1,none,102,157,81,113
944,Paneer Curry,1 bowl,206,275.60,11.26,9.25,20.64,2.04,425.04,0,1,1,dairy,192,127,80,133
945,Chapati,2 pieces,82,308.88,9.83,56.54,3.82,7.45,313.72,1,1,0,gluten,208,165,109,161
946,Omelette,2 eggs,113,160.16,12.90,1.13,10.94,0.00,156.86,0,1,1,egg,227,196,103,175
947,Salmon Fillet,1 fillet,165,216.32,20.48,0.00,13.42,0.00,59.71,0,0,1,fish,232,147,118,166
948,Avocado Toast,1 slice,144,228.80,6.14,23.64,12.38,7.14,344.08,1,1,0,gluten,155,184,99,146
949,Greek Yogurt Bowl,1 bowl,175,126.88,11.26,7.20,5.16,1.53,62.74,0,1,1,dairy,236,231,200,222
950,Tofu Stir Fry,1 bowl,216,150.80,12.29,10.28,8.26,3.06,394.68,1,1,1,soy,167,153,113,144
951,Lentil Soup,1 bowl,247,120.64,9.22,20.56,0.52,8.16,364.32,1,1,1,none,181,125,68,125
952,Beef Steak,1 steak,185,281.84,25.60,0.00,19.61,0.00,58.70,0,0,1,none,149,83,62,98
953,Banana Smoothie,1 glass,309,99.84,3.58,18.50,1.24,2.65,45.54,0,1,1,dairy,237,222,138,199
954,Quinoa Bowl,1 bowl,206,124.80,4.51,21.59,1.96,2.86,14.17,1,1,1,none,209,196,139,181
955,Pasta Alfredo,1 plate,288,239.20,8.19,26.73,11.35,1.53,465.52,0,1,0,gluten|dairy,237,218,169,208
956,Veggie Burger,1 burger,227,197.60,12.29,24.67,5.16,6.12,526.24,1,1,0,gluten|soy,173,128,83,128
957,Sushi Roll,8 pieces,258,156.00,6.14,28.78,2.06,1.02,414.92,0,0,0,fish|soy,232,228,205,222
958,Fruit Bowl,1 bowl,227,67.60,1.02,16.45,0.31,3.06,2.02,1,1,1,none,215,153,101,156
959,Idli Sambar,3 idlis,268,138.32,4.92,26.73,1.24,3.57,283.36,1,1,1,none,223,207,164,198
960,Peanut Butter Sandwich,1 sandwich,155,303.68,12.29,30.84,14.45,4.08,394.68,1,1,0,peanut|gluten,187,149,93,143
961,Grilled Chicken Breast,1 serving,146,174.90,32.12,0.00,3.77,0.00,75.33,0,0,1,none,174,136,104,138
962,Brown Rice,1 bowl,175,117.66,2.69,23.97,0.94,1.85,5.09,1,1,1,none,203,179,134,172
963,Mixed Salad,1 bowl,116,29.68,1.97,5.73,0.31,2.27,40.72,1,1,1,none,100,153,86,113
964,Paneer Curry,1 bowl,194,280.90,11.40,9.38,20.96,2.06,427.56,0,1,1,dairy,190,123,85,133
965,Chapati,2 pieces,78,314.82,9.95,57.31,3.88,7.52,315.58,1,1,0,gluten,206,161,114,160
966,Omelette,2 eggs,107,163.24,13.05,1.15,11.11,0.00,157.79,0,1,1,egg,225,192,108,175
967,Salmon Fillet,1 fillet,155,220.48,20.72,0.00,13.62,0.00,60.06,0,0,1,fish,230,143,123,165
968,Avocado Toast,1 slice,136,233.20,6.22,23.97,12.58,7.21,346.12,1,1,0,gluten,153,180,104,146
969,Greek Yogurt Bowl,1 bowl,165,129.32,11.40,7.29,5.24,1.54,63.12,0,1,1,dairy,234,227,205,222
970,Tofu Stir Fry,1 bowl,204,153.70,12.43,10.42,8.38,3.09,397.02,1,1,1,soy,165,149,118,144
971,Lentil Soup,1 bowl,233,122.96,9.32,20.84,0.52,8.24,366.48,1,1,1,none,179,121,73,124
972,Beef Steak,1 steak,175,287.26,25.90,0.00,19.91,0.00,59.04,0,0,1,none,147,79,67,98
973,Banana Smoothie,1 glass,291,101.76,3.63,18.76,1.26,2.68,45.81,0,1,1,dairy,235,218,143,199
974,Quinoa Bowl,1 bowl,194,127.20,4.56,21.88,1.99,2.88,14.25,1,1,1,none,207,192,144,181
975,Pasta Alfredo,1 plate,272,243.80,8.29,27.09,11.53,1.54,468.28,0,1,0,gluten|dairy,235,214,174,208
976,Veggie Burger,1 burger,213,201.40,12.43,25.01,5.24,6.18,529.36,1,1,0,gluten|soy,171,124,88,128
977,Sushi Roll,8 pieces,243,159.00,6.22,29.18,2.10,1.03,417.38,0,0,0,fish|soy,230,224,210,221
978,Fruit Bowl,1 bowl,213,68.90,1.04,16.67,0.31,3.09,2.04,1,1,1,none,213,149,106,156
979,Idli Sambar,3 idlis,252,140.98,4.97,27.09,1.26,3.60,285.04,1,1,1,none,221,203,169,198
980,Peanut Butter Sandwich,1 sandwich,146,309.52,12.43,31.26,14.67,4.12,397.02,1,1,0,peanut|gluten,185,145,98,143
981,Grilled Chicken Breast,1 serving,148,155.10,29.88,0.00,3.43,0.00,72.67,0,0,1,none,172,132,100,135
982,Brown Rice,1 bowl,177,104.34,2.51,22.03,0.86,1.75,4.91,1,1,1,none,201,175,130,169
983,Mixed Salad,1 bowl,118,26.32,1.83,5.27,0.29,2.13,39.28,1,1,1,none,98,149,82,110
984,Paneer Curry,1 bowl,197,249.10,10.60,8.62,19.04,1.94,412.44,0,1,1,dairy,188,119,81,129
985,Chapati,2 pieces,79,279.18,9.25,52.69,3.52,7.08,304.42,1,1,0,gluten,204,157,110,157
986,Omelette,2 eggs,108,144.76,12.15,1.05,10.09,0.00,152.21,0,1,1,egg,223,188,104,172
987,Salmon Fillet,1 fillet,158,195.52,19.28,0.00,12.38,0.00,57.94,0,0,1,fish,228,139,119,162
988,Avocado Toast,1 slice,138,206.80,5.78,22.03,11.42,6.79,333.88,1,1,0,gluten,151,176,100,142
989,Greek Yogurt Bowl,1 bowl,167,114.68,10.60,6.71,4.76,1.46,60.88,0,1,1,dairy,232,223,201,219
990,Tofu Stir Fry,1 bowl,207,136.30,11.57,9.58,7.62,2.91,382.98,1,1,1,soy,163,145,114,141
991,Lentil Soup,1 bowl,236,109.04,8.68,19.16,0.48,7.76,353.52,1,1,1,none,177,117,69,121
992,Beef Steak,1 steak,177,254.74,24.10,0.00,18.09,0.00,56.96,0,0,1,none,145,75,63,94
993,Banana Smoothie,1 glass,296,90.24,3.37,17.24,1.14,2.52,44.19,0,1,1,dairy,233,214,139,195
994,Quinoa Bowl,1 bowl,197,112.80,4.24,20.12,1.81,2.72,13.75,1,1,1,none,205,188,140,178
995,Pasta Alfredo,1 plate,276,216.20,7.71,24.91,10.47,1.46,451.72,0,1,0,gluten|dairy,233,210,170,204
996,Veggie Burger,1 burger,217,178.60,11.57,22.99,4.76,5.82,510.64,1,1,0,gluten|soy,169,120,84,124
997,Sushi Roll,8 pieces,246,141.00,5.78,26.82,1.90,0.97,402.62,0,0,0,fish|soy,228,220,206,218
998,Fruit Bowl,1 bowl,217,61.10,0.96,15.33,0.29,2.91,1.96,1,1,1,none,211,145,102,153
999,Idli Sambar,3 idlis,256,125.02,4.63,24.91,1.14,3.40,274.96,1,1,1,none,219,199,165,194
1000,Peanut Butter Sandwich,1 sandwich,148,274.48,11.57,28.74,13.33,3.88,382.98,1,1,0,peanut|gluten,183,141,94,139
1001,Grilled Chicken Breast,1 serving,150,158.40,30.26,0.00,3.48,0.00,73.11,0,0,1,none,170,139,105,138
1002,Brown Rice,1 bowl,180,106.56,2.54,22.36,0.87,1.76,4.94,1,1,1,none,199,182,135,172
1003,Mixed Salad,1 bowl,120,26.88,1.85,5.35,0.29,2.16,39.52,1,1,1,none,96,156,87,113
1004,Paneer Curry,1 bowl,200,254.40,10.74,8.75,19.36,1.96,414.96,0,1,1,dairy,186,126,86,133
1005,Chapati,2 pieces,80,285.12,9.37,53.46,3.58,7.15,306.28,1,1,0,gluten,202,164,115,160
1006,Omelette,2 eggs,110,147.84,12.30,1.07,10.26,0.00,153.14,0,1,1,egg,221,195,109,175
1007,Salmon Fillet,1 fillet,160,199.68,19.52,0.00,12.58,0.00,58.29,0,0,1,fish,226,146,124,165
1008,Avocado Toast,1 slice,140,211.20,5.86,22.36,11.62,6.86,335.92,1,1,0,gluten,149,183,105,146
1009,Greek Yogurt Bowl,1 bowl,170,117.12,10.74,6.80,4.84,1.47,61.26,0,1,1,dairy,230,230,206,222
1010,Tofu Stir Fry,1 bowl,210,139.20,11.71,9.72,7.74,2.94,385.32,1,1,1,soy,161,152,119,144
1011,Lentil Soup,1 bowl,240,111.36,8.78,19.44,0.48,7.84,355.68,1,1,1,none,175,124,74,124
1012,Beef Steak,1 steak,180,260.16,24.40,0.00,18.39,0.00,57.30,0,0,1,none,143,82,68,98
1013,Banana Smoothie,1 glass,300,92.16,3.42,17.50,1.16,2.55,44.46,0,1,1,dairy,231,221,144,199
1014,Quinoa Bowl,1 bowl,200,115.20,4.29,20.41,1.84,2.74,13.83,1,1,1,none,203,195,145,181
1015,Pasta Alfredo,1 plate,280,220.80,7.81,25.27,10.65,1.47,454.48,0,1,0,gluten|dairy,231,217,175,208
1016,Veggie Burger,1 burger,220,182.40,11.71,23.33,4.84,5.88,513.76,1,1,0,gluten|soy,167,127,89,128
1017,Sushi Roll,8 pieces,250,144.00,5.86,27.22,1.94,0.98,405.08,0,0,0,fish|soy,226,227,211,221
1018,Fruit Bowl,1 bowl,220,62.40,0.98,15.55,0.29,2.94,1.98,1,1,1,none,209,152,107,156
1019,Idli Sambar,3 idlis,260,127.68,4.68,25.27,1.16,3.43,276.64,1,1,1,none,217,206,170,198
1020,Peanut Butter Sandwich,1 sandwich,150,280.32,11.71,29.16,13.55,3.92,385.32,1,1,0,peanut|gluten,181,148,99,143
1021,Grilled Chicken Breast,1 serving,152,161.70,30.63,0.00,3.54,0.00,73.56,0,0,1,none,168,135,101,135
1022,Brown Rice,1 bowl,183,108.78,2.57,22.68,0.89,1.78,4.97,1,1,1,none,197,178,131,169
1023,Mixed Salad,1 bowl,122,27.44,1.88,5.42,0.30,2.18,39.76,1,1,1,none,94,152,83,110
1024,Paneer Curry,1 bowl,203,259.70,10.87,8.87,19.68,1.98,417.48,0,1,1,dairy,184,122,82,129
1025,Chapati,2 pieces,81,291.06,9.48,54.23,3.64,7.23,308.14,1,1,0,gluten,200,160,111,157
1026,Omelette,2 eggs,112,150.92,12.45,1.08,10.43,0.00,154.07,0,1,1,egg,219,191,105,172
1027,Salmon Fillet,1 fillet,162,203.84,19.76,0.00,12.79,0.00,58.65,0,0,1,fish,224,142,120,162
1028,Avocado Toast,1 slice,142,215.60,5.93,22.68,11.81,6.93,337.96,1,1,0,gluten,147,179,101,142
1029,Greek Yogurt Bowl,1 bowl,173,119.56,10.87,6.90,4.92,1.48,61.63,0,1,1,dairy,228,226,202,219
1030,Tofu Stir Fry,1 bowl,213,142.10,11.86,9.86,7.87,2.97,387.66,1,1,1,soy,159,148,115,141
1031,Lentil Soup,1 bowl,244,113.68,8.89,19.72,0.49,7.92,357.84,1,1,1,none,173,120,70,121
1032,Beef Steak,1 steak,183,265.58,24.70,0.00,18.70,0.00,57.65,0,0,1,none,141,78,64,94
1033,Banana Smoothie,1 glass,304,94.08,3.46,17.75,1.18,2.57,44.73,0,1,1,dairy,229,217,140,195
1034,Quinoa Bowl,1 bowl,203,117.60,4.35,20.71,1.87,2.77,13.92,1,1,1,none,201,191,141,178
1035,Pasta Alfredo,1 plate,284,225.40,7.90,25.64,10.82,1.48,457.24,0,1,0,gluten|dairy,229,213,171,204
1036,Veggie Burger,1 burger,223,186.20,11.86,23.66,4.92,5.94,516.88,1,1,0,gluten|soy,165,123,85,124
1037,Sushi Roll,8 pieces,254,147.00,5.93,27.61,1.97,0.99,407.54,0,0,0,fish|soy,224,223,207,218
1038,Fruit Bowl,1 bowl,223,63.70,0.99,15.78,0.30,2.97,1.99,1,1,1,none,207,148,103,153
1039,Idli Sambar,3 idlis,264,130.34,4.74,25.64,1.18,3.46,278.32,1,1,1,none,215,202,166,194
1040,Peanut Butter Sandwich,1 sandwich,152,286.16,11.86,29.58,13.78,3.96,387.66,1,1,0,peanut|gluten,179,144,95,139
1041,Grilled Chicken Breast,1 serving,155,165.00,31.00,0.00,3.60,0.00,74.00,0,0,1,none,166,131,106,134
1042,Brown Rice,1 bowl,185,111.00,2.60,23.00,0.90,1.80,5.00,1,1,1,none,195,174,136,168
1043,Mixed Salad,1 bowl,124,28.00,1.90,5.50,0.30,2.20,40.00,1,1,1,none,92,148,88,109
1044,Paneer Curry,1 bowl,206,265.00,11.00,9.00,20.00,2.00,420.00,0,1,1,dairy,182,118,87,129
1045,Chapati,2 pieces,82,297.00,9.60,55.00,3.70,7.30,310.00,1,1,0,gluten,198,156,116,157
1046,Omelette,2 eggs,113,154.00,12.60,1.10,10.60,0.00,155.00,0,1,1,egg,217,187,110,171
1047,Salmon Fillet,1 fillet,165,208.00,20.00,0.00,13.00,0.00,59.00,0,0,1,fish,222,138,125,162
1048,Avocado Toast,1 slice,144,220.00,6.00,23.00,12.00,7.00,340.00,1,1,0,gluten,145,175,106,142
1049,Greek Yogurt Bowl,1 bowl,175,122.00,11.00,7.00,5.00,1.50,62.00,0,1,1,dairy,226,222,207,218
1050,Tofu Stir Fry,1 bowl,216,145.00,12.00,10.00,8.00,3.00,390.00,1,1,1,soy,157,144,120,140
1051,Lentil Soup,1 bowl,247,116.00,9.00,20.00,0.50,8.00,360.00,1,1,1,none,171,116,75,121
1052,Beef Steak,1 steak,185,271.00,25.00,0.00,19.00,0.00,58.00,0,0,1,none,139,74,69,94
1053,Banana Smoothie,1 glass,309,96.00,3.50,18.00,1.20,2.60,45.00,0,1,1,dairy,227,213,145,195
1054,Quinoa Bowl,1 bowl,206,120.00,4.40,21.00,1.90,2.80,14.00,1,1,1,none,199,187,146,177
1055,Pasta Alfredo,1 plate,288,230.00,8.00,26.00,11.00,1.50,460.00,0,1,0,gluten|dairy,227,209,176,204
1056,Veggie Burger,1 burger,227,190.00,12.00,24.00,5.00,6.00,520.00,1,1,0,gluten|soy,163,119,90,124
1057,Sushi Roll,8 pieces,258,150.00,6.00,28.00,2.00,1.00,410.00,0,0,0,fish|soy,222,219,212,218
1058,Fruit Bowl,1 bowl,227,65.00,1.00,16.00,0.30,3.00,2.00,1,1,1,none,205,144,108,152
1059,Idli Sambar,3 idlis,268,133.00,4.80,26.00,1.20,3.50,280.00,1,1,1,none,213,198,171,194
1060,Peanut Butter Sandwich,1 sandwich,155,292.00,12.00,30.00,14.00,4.00,390.00,1,1,0,peanut|gluten,177,140,100,139
1061,Grilled Chicken Breast,1 serving,146,168.30,31.37,0.00,3.66,0.00,74.44,0,0,1,none,177,138,102,139
1062,Brown Rice,1 bowl,175,113.22,2.63,23.32,0.91,1.82,5.03,1,1,1,none,206,181,132,173
1063,Mixed Salad,1 bowl,116,28.56,1.92,5.58,0.30,2.22,40.24,1,1,1,none,103,155,84,114
1064,Paneer Curry,1 bowl,194,270.30,11.13,9.13,20.32,2.02,422.52,0,1,1,dairy,193,125,83,134
1065,Chapati,2 pieces,78,302.94,9.72,55.77,3.76,7.37,311.86,1,1,0,gluten,209,163,112,161
1066,Omelette,2 eggs,107,157.08,12.75,1.12,10.77,0.00,155.93,0,1,1,egg,228,194,106,176
1067,Salmon Fillet,1 fillet,155,212.16,20.24,0.00,13.21,0.00,59.35,0,0,1,fish,233,145,121,166
1068,Avocado Toast,1 slice,136,224.40,6.07,23.32,12.19,7.07,342.04,1,1,0,gluten,156,182,102,147
1069,Greek Yogurt Bowl,1 bowl,165,124.44,11.13,7.10,5.08,1.52,62.37,0,1,1,dairy,237,229,203,223
1070,Tofu Stir Fry,1 bowl,204,147.90,12.14,10.14,8.13,3.03,392.34,1,1,1,soy,168,151,116,145
1071,Lentil Soup,1 bowl,233,118.32,9.11,20.28,0.51,8.08,362.16,1,1,1,none,182,123,71,125
1072,Beef Steak,1 steak,175,276.42,25.30,0.00,19.30,0.00,58.35,0,0,1,none,150,81,65,99
1073,Banana Smoothie,1 glass,291,97.92,3.54,18.25,1.22,2.63,45.27,0,1,1,dairy,238,220,141,200
1074,Quinoa Bowl,1 bowl,194,122.40,4.45,21.29,1.93,2.83,14.08,1,1,1,none,210,194,142,182
1075,Pasta Alfredo,1 plate,272,234.60,8.10,26.36,11.18,1.52,462.76,0,1,0,gluten|dairy,238,216,172,209
1076,Veggie Burger,1 burger,213,193.80,12.14,24.34,5.08,6.06,523.12,1,1,0,gluten|soy,174,126,86,129
1077,Sushi Roll,8 pieces,243,153.00,6.07,28.39,2.03,1.01,412.46,0,0,0,fish|soy,233,226,208,222
1078,Fruit Bowl,1 bowl,213,66.30,1.01,16.22,0.30,3.03,2.01,1,1,1,none,216,151,104,157
1079,Idli Sambar,3 idlis,252,135.66,4.86,26.36,1.22,3.54,281.68,1,1,1,none,224,205,167,199
1080,Peanut Butter Sandwich,1 sandwich,146,297.84,12.14,30.42,14.22,4.04,392.34,1,1,0,peanut|gluten,188,147,96,144
1081,Grilled Chicken Breast,1 serving,148,171.60,31.74,0.00,3.72,0.00,74.89,0,0,1,none,175,134,98,136
1082,Brown Rice,1 bowl,177,115.44,2.66,23.64,0.93,1.84,5.06,1,1,1,none,204,177,128,170
1083,Mixed Salad,1 bowl,118,29.12,1.95,5.65,0.31,2.24,40.48,1,1,1,none,101,151,80,111
1084,Paneer Curry,1 bowl,197,275.60,11.26,9.25,20.64,2.04,425.04,0,1,1,dairy,191,121,79,130
1085,Chapati,2 pieces,79,308.88,9.83,56.54,3.82,7.45,313.72,1,1,0,gluten,207,159,108,158
1086,Omelette,2 eggs,108,160.16,12.90,1.13,10.94,0.00,156.86,0,1,1,egg,226,190,102,173
1087,Salmon Fillet,1 fillet,158,216.32,20.48,0.00,13.42,0.00,59.71,0,0,1,fish,231,141,117,163
1088,Avocado Toast,1 slice,138,228.80,6.14,23.64,12.38,7.14,344.08,1,1,0,gluten,154,178,98,143
1089,Greek Yogurt Bowl,1 bowl,167,126.88,11.26,7.20,5.16,1.53,62.74,0,1,1,dairy,235,225,199,220
1090,Tofu Stir Fry,1 bowl,207,150.80,12.29,10.28,8.26,3.06,394.68,1,1,1,soy,166,147,112,142
1091,Lentil Soup,1 bowl,236,120.64,9.22,20.56,0.52,8.16,364.32,1,1,1,none,180,119,67,122
1092,Beef Steak,1 steak,177,281.84,25.60,0.00,19.61,0.00,58.70,0,0,1,none,148,77,61,95
1093,Banana Smoothie,1 glass,296,99.84,3.58,18.50,1.24,2.65,45.54,0,1,1,dairy,236,216,137,196
1094,Quinoa Bowl,1 bowl,197,124.80,4.51,21.59,1.96,2.86,14.17,1,1,1,none,208,190,138,179
1095,Pasta Alfredo,1 plate,276,239.20,8.19,26.73,11.35,1.53,465.52,0,1,0,gluten|dairy,236,212,168,205
1096,Veggie Burger,1 burger,217,197.60,12.29,24.67,5.16,6.12,526.24,1,1,0,gluten|soy,172,122,82,125
1097,Sushi Roll,8 pieces,246,156.00,6.14,28.78,2.06,1.02,414.92,0,0,0,fish|soy,231,222,204,219
1098,Fruit Bowl,1 bowl,217,67.60,1.02,16.45,0.31,3.06,2.02,1,1,1,none,214,147,100,154
1099,Idli Sambar,3 idlis,256,138.32,4.92,26.73,1.24,3.57,283.36,1,1,1,none,222,201,163,195
1100,Peanut Butter Sandwich,1 sandwich,148,303.68,12.29,30.84,14.45,4.08,394.68,1,1,0,peanut|gluten,186,143,92,140
1101,Grilled Chicken Breast,1 serving,150,174.90,32.12,0.00,3.77,0.00,75.33,0,0,1,none,173,130,103,135
1102,Brown Rice,1 bowl,180,117.66,2.69,23.97,0.94,1.85,5.09,1,1,1,none,202,173,133,169
1103,Mixed Salad,1 bowl,120,29.68,1.97,5.73,0.31,2.27,40.72,1,1,1,none,99,147,85,110
1104,Paneer Curry,1 bowl,200,280.90,11.40,9.38,20.96,2.06,427.56,0,1,1,dairy,189,117,84,130
1105,Chapati,2 pieces,80,314.82,9.95,57.31,3.88,7.52,315.58,1,1,0,gluten,205,155,113,158
1106,Omelette,2 eggs,110,163.24,13.05,1.15,11.11,0.00,157.79,0,1,1,egg,224,186,107,172
1107,Salmon Fillet,1 fillet,160,220.48,20.72,0.00,13.62,0.00,60.06,0,0,1,fish,229,137,122,163
1108,Avocado Toast,1 slice,140,233.20,6.22,23.97,12.58,7.21,346.12,1,1,0,gluten,152,174,103,143
1109,Greek Yogurt Bowl,1 bowl,170,129.32,11.40,7.29,5.24,1.54,63.12,0,1,1,dairy,233,221,204,219
1110,Tofu Stir Fry,1 bowl,210,153.70,12.43,10.42,8.38,3.09,397.02,1,1,1,soy,164,143,117,141
1111,Lentil Soup,1 bowl,240,122.96,9.32,20.84,0.52,8.24,366.48,1,1,1,none,178,115,72,122
1112,Beef Steak,1 steak,180,287.26,25.90,0.00,19.91,0.00,59.04,0,0,1,none,146,73,66,95
1113,Banana Smoothie,1 glass,300,101.76,3.63,18.76,1.26,2.68,45.81,0,1,1,dairy,234,212,142,196
1114,Quinoa Bowl,1 bowl,200,127.20,4.56,21.88,1.99,2.88,14.25,1,1,1,none,206,186,143,178
1115,Pasta Alfredo,1 plate,280,243.80,8.29,27.09,11.53,1.54,468.28,0,1,0,gluten|dairy,234,208,173,205
1116,Veggie Burger,1 burger,220,201.40,12.43,25.01,5.24,6.18,529.36,1,1,0,gluten|soy,170,118,87,125
1117,Sushi Roll,8 pieces,250,159.00,6.22,29.18,2.10,1.03,417.38,0,0,0,fish|soy,229,218,209,219
1118,Fruit Bowl,1 bowl,220,68.90,1.04,16.67,0.31,3.09,2.04,1,1,1,none,212,143,105,153
1119,Idli Sambar,3 idlis,260,140.98,4.97,27.09,1.26,3.60,285.04,1,1,1,none,220,197,168,195
1120,Peanut Butter Sandwich,1 sandwich,150,309.52,12.43,31.26,14.67,4.12,397.02,1,1,0,peanut|gluten,184,139,97,140
1121,Grilled Chicken Breast,1 serving,152,155.10,29.88,0.00,3.43,0.00,72.67,0,0,1,none,171,137,99,136
1122,Brown Rice,1 bowl,183,104.34,2.51,22.03,0.86,1.75,4.91,1,1,1,none,200,180,129,170
1123,Mixed Salad,1 bowl,122,26.32,1.83,5.27,0.29,2.13,39.28,1,1,1,none,97,154,81,111
1124,Paneer Curry,1 bowl,203,249.10,10.60,8.62,19.04,1.94,412.44,0,1,1,dairy,187,124,80,130
1125,Chapati,2 pieces,81,279.18,9.25,52.69,3.52,7.08,304.42,1,1,0,gluten,203,162,109,158
1126,Omelette,2 eggs,112,144.76,12.15,1.05,10.09,0.00,152.21,0,1,1,egg,222,193,103,173
1127,Salmon Fillet,1 fillet,162,195.52,19.28,0.00,12.38,0.00,57.94,0,0,1,fish,227,144,118,163
1128,Avocado Toast,1 slice,142,206.80,5.78,22.03,11.42,6.79,333.88,1,1,0,gluten,150,181,99,143
1129,Greek Yogurt Bowl,1 bowl,173,114.68,10.60,6.71,4.76,1.46,60.88,0,1,1,dairy,231,228,200,220
1130,Tofu Stir Fry,1 bowl,213,136.30,11.57,9.58,7.62,2.91,382.98,1,1,1,soy,162,150,113,142
1131,Lentil Soup,1 bowl,244,109.04,8.68,19.16,0.48,7.76,353.52,1,1,1,none,176,122,68,122
1132,Beef Steak,1 steak,183,254.74,24.10,0.00,18.09,0.00,56.96,0,0,1,none,144,80,62,95
1133,Banana Smoothie,1 glass,304,90.24,3.37,17.24,1.14,2.52,44.19,0,1,1,dairy,232,219,138,196
1134,Quinoa Bowl,1 bowl,203,112.80,4.24,20.12,1.81,2.72,13.75,1,1,1,none,204,193,139,179
1135,Pasta Alfredo,1 plate,284,216.20,7.71,24.91,10.47,1.46,451.72,0,1,0,gluten|dairy,232,215,169,205
1136,Veggie Burger,1 burger,223,178.60,11.57,22.99,4.76,5.82,510.64,1,1,0,gluten|soy,168,125,83,125
1137,Sushi Roll,8 pieces,254,141.00,5.78,26.82,1.90,0.97,402.62,0,0,0,fish|soy,227,225,205,219
1138,Fruit Bowl,1 bowl,223,61.10,0.96,15.33,0.29,2.91,1.96,1,1,1,none,210,150,101,154
1139,Idli Sambar,3 idlis,264,125.02,4.63,24.91,1.14,3.40,274.96,1,1,1,none,218,204,164,195
1140,Peanut Butter Sandwich,1 sandwich,152,274.48,11.57,28.74,13.33,3.88,382.98,1,1,0,peanut|gluten,182,146,93,140
1141,Grilled Chicken Breast,1 serving,155,158.40,30.26,0.00,3.48,0.00,73.11,0,0,1,none,169,133,104,135
1142,Brown Rice,1 bowl,185,106.56,2.54,22.36,0.87,1.76,4.94,1,1,1,none,198,176,134,169
1143,Mixed Salad,1 bowl,124,26.88,1.85,5.35,0.29,2.16,39.52,1,1,1,none,95,150,86,110
1144,Paneer Curry,1 bowl,206,254.40,10.74,8.75,19.36,1.96,414.96,0,1,1,dairy,185,120,85,130
1145,Chapati,2 pieces,82,285.12,9.37,53.46,3.58,7.15,306.28,1,1,0,gluten,201,158,114,158
1146,Omelette,2 eggs,113,147.84,12.30,1.07,10.26,0.00,153.14,0,1,1,egg,220,189,108,172
